lineno,aX,aY,aZ,gX,gY,gZ
0,0.3800,1.9300,0.7700,0.9261,-1.3592,-0.7930
1,0.3800,2.0700,0.7400,0.9261,-1.3592,-0.7930
2,0.5000,2.5100,0.8700,0.7876,-1.3319,-0.7494
3,0.3800,2.6100,0.9600,0.6840,-1.3079,-0.7036
4,0.4000,2.9700,0.9800,0.6610,-1.3068,-0.5400
5,0.5000,3.5600,0.7400,0.6589,-1.2861,-0.3480
6,0.4600,3.9600,0.6100,0.5901,-1.2708,-0.1887
7,0.4200,4.4100,0.4700,0.4985,-1.2599,-0.0633
8,0.4400,4.5600,0.4000,0.3840,-1.2359,0.1014
9,0.6700,4.4400,0.2000,0.2291,-1.1934,0.2956
10,0.6600,4.4700,0.0100,0.0687,-1.1443,0.5116
11,0.6900,4.3800,-0.1100,-0.0742,-1.0767,0.6665
12,0.4800,3.8900,0.0400,-0.2182,-0.9872,0.7778
13,0.0600,3.9300,-0.0200,-0.3163,-0.7843,1.0123
14,-0.3200,4.0900,-0.1600,-0.3480,-0.7276,1.1410
15,-0.9100,4.2000,-0.5200,-0.4407,-0.6850,1.2817
16,-1.2400,4.2300,-0.8600,-0.5596,-0.6523,1.4355
17,-1.5800,4.2600,-1.2100,-0.5596,-0.6523,1.4355
18,-1.8600,4.1100,-1.5700,-0.7079,-0.6229,1.6090
19,-2.2700,3.4900,-2.3300,-1.0974,-0.5770,1.9286
20,-2.3000,3.1900,-2.8600,-1.3068,-0.5476,2.0355
21,-2.3300,2.9500,-3.4600,-1.3068,-0.5476,2.0355
22,-2.5400,2.4500,-4.3500,-1.4933,-0.4952,2.1271
23,-2.8700,2.3400,-4.7000,-1.6373,-0.3872,2.2220
24,-3.0700,2.3500,-5.0500,-1.7235,-0.2454,2.3409
25,-3.3800,1.8200,-5.6500,-1.8326,-0.0840,2.4598
26,-3.6200,1.6100,-5.8700,-2.1228,0.2542,2.6878
27,-3.8400,1.5300,-6.0000,-2.2329,0.4374,2.8209
28,-3.9300,1.0700,-6.1000,-2.3344,0.6261,2.9660
29,-4.6900,-0.2400,-6.0700,-2.3344,0.6261,2.9660
30,-4.9500,-0.9100,-6.1100,-2.4096,0.8258,3.1460
31,-5.2000,-1.3600,-6.2600,-2.3038,1.2283,3.4558
32,-5.7300,-2.4900,-5.9500,-2.3038,1.2283,3.4558
33,-5.7800,-2.3500,-5.7100,-2.0093,1.6919,3.5245
34,-5.8800,-2.1600,-5.4900,-1.8762,1.8457,3.5081
35,-5.6500,-1.9600,-5.2200,-1.8762,1.8457,3.5081
36,-5.8600,-2.0700,-5.4200,-1.8162,1.9602,3.5310
37,-6.0400,-2.2600,-5.2400,-1.8162,1.9602,3.5310
38,-5.5400,-2.5900,-5.0600,-1.8620,2.1184,3.5452
39,-5.9600,-3.5200,-4.3100,-1.8119,2.2231,3.5408
