lineno,aX,aY,aZ,gX,gY,gZ
0,-2.4200,-2.4500,4.3900,0.7265,-0.6327,-0.8116
1,-1.8700,1.0400,4.5600,1.0134,-0.7614,-0.9850
2,-1.6600,0.7000,4.8800,1.7911,-1.0112,-1.1236
3,-1.2300,2.5000,4.4600,1.9439,-1.6559,-0.9163
4,-1.1700,3.1900,4.1000,1.8217,-1.8642,-0.6883
5,-1.2700,4.1200,3.8300,1.8217,-1.8642,-0.6883
6,-1.3500,6.0700,3.1700,1.6592,-2.0148,-0.5520
7,-1.3700,6.6800,2.8000,1.0810,-2.2831,-0.3327
8,-1.4400,6.9600,2.4200,1.0810,-2.2831,-0.3327
9,-1.3200,7.2500,1.8400,0.6905,-2.4380,-0.1953
10,-1.0700,7.5700,0.8600,0.2705,-2.5755,-0.1440
11,-1.2100,7.8400,0.3700,-0.0993,-2.6409,-0.0938
12,-1.3800,8.1100,-0.1000,-0.3774,-2.6453,0.0262
13,-1.3800,8.1700,-1.2100,-0.6240,-2.6333,0.2083
14,-1.4400,8.0400,-1.8700,-1.0450,-2.5667,0.7756
15,-1.3400,7.6700,-2.5300,-1.2359,-2.4729,1.1301
16,-1.1100,6.8100,-3.8300,-1.4061,-2.3137,1.4606
17,-1.2200,6.5400,-4.4100,-1.5588,-2.1020,1.7475
18,-1.4300,6.3100,-4.8300,-1.6690,-1.8664,2.0137
19,-1.6500,6.2600,-5.2300,-1.6690,-1.8664,2.0137
20,-2.0000,5.7700,-5.9800,-1.7562,-1.6472,2.3006
21,-2.3400,5.5500,-6.4500,-2.0759,-1.2348,2.8307
22,-2.6100,5.1000,-6.8000,-2.2777,-0.9719,3.0456
23,-2.8000,4.0700,-7.3600,-2.2777,-0.9719,3.0456
24,-2.9100,3.8400,-7.4700,-2.4282,-0.6829,3.2136
25,-3.0300,3.3300,-7.6000,-2.5460,-0.4003,3.3314
26,-2.7100,2.5400,-8.3900,-2.6311,0.0665,3.6237
27,-2.5100,2.1800,-8.7800,-2.6485,0.3600,3.7405
28,-2.3800,2.0100,-9.0700,-2.6845,0.7658,3.8179
29,-2.4400,1.9900,-9.1800,-2.6845,0.7658,3.8179
30,-2.9500,1.0900,-9.1000,-2.6267,1.5784,4.0252
31,-2.9700,0.7900,-9.2200,-2.6267,1.5784,4.0252
32,-2.9400,0.1100,-9.2000,-2.6289,1.9188,4.1124
33,-3.2200,-0.8300,-9.1400,-2.6878,2.2493,4.1092
34,-3.2000,-0.9700,-9.0700,-2.5307,2.9071,4.0393
35,-3.2500,-1.2700,-8.7700,-2.5056,3.2376,3.9913
36,-3.5200,-3.0800,-8.0600,-2.5056,3.2376,3.9913
37,-3.4700,-3.6400,-7.5600,-2.2078,3.7165,3.8463
38,-3.6000,-4.1900,-7.0900,-1.8544,3.8375,3.6674
39,-4.1100,-5.5600,-6.1300,-1.8544,3.8375,3.6674
40,-3.7500,-5.8300,-5.9600,-1.4312,3.9052,3.4427
41,-3.7200,-6.0400,-5.4700,-0.8236,4.1212,2.8231
42,-4.0000,-5.9600,-4.8200,-0.5149,4.2052,2.4511
43,-4.4200,-5.6500,-4.2800,-0.2825,4.1812,2.0737
44,-4.3900,-6.0300,-4.0300,-0.2825,4.1812,2.0737
45,-4.4600,-6.5700,-3.6000,-0.2149,4.1157,1.7148
46,-5.4900,-6.9800,-2.1600,0.2225,3.9826,1.1541
47,-5.8300,-7.4800,-1.3500,0.2225,3.9826,1.1541
48,-6.0800,-7.6800,-0.5900,0.5116,3.8015,0.9152
49,-6.5200,-8.0400,0.6600,0.8116,3.4754,0.6818
50,-6.6000,-7.8400,1.1700,1.3559,2.7467,0.0262
51,-6.8000,-7.3600,1.7600,1.3559,2.7467,0.0262
52,-6.8000,-7.2900,2.3300,1.6417,2.3791,-0.4025
53,-7.4100,-7.4500,3.4900,1.9886,1.5370,-1.2828
54,-7.6200,-7.3200,4.1500,2.1304,1.0854,-1.7246
55,-7.5200,-6.9600,4.6000,2.1795,0.6392,-2.2122
56,-5.3300,-6.6900,4.8700,2.1642,0.2313,-2.6584
57,-8.1700,-5.8100,5.9400,2.1642,0.2313,-2.6584
58,-7.0400,-4.8000,6.5100,2.3551,-0.0218,-2.7620
59,-7.8100,-2.2900,7.5400,2.5951,-0.2083,-3.0783
60,-7.4200,-0.8000,7.3000,2.8416,-0.6850,-3.2496
61,-7.1700,0.6200,7.0200,3.0489,-1.8370,-3.7077
62,-7.1500,1.9300,6.7700,3.0914,-2.3507,-3.8441
63,-7.2000,3.1100,6.6300,3.1340,-2.7434,-3.8790
64,-7.2300,3.6200,6.2000,3.1340,-2.7434,-3.8790
65,-7.2100,4.2600,5.5000,3.2354,-3.0849,-3.8375
66,-6.2100,5.9800,3.9200,3.6663,-3.7197,-3.4165
67,-5.9500,6.6400,2.9000,3.7339,-4.0317,-3.0314
68,-5.1100,7.3900,1.4000,3.5430,-4.2771,-2.6169
69,-3.2800,7.6800,-0.6200,3.1307,-4.3502,-2.2591
70,-2.6800,7.8800,-1.7100,3.1307,-4.3502,-2.2591
71,-2.3300,7.8200,-2.5200,2.8634,-4.2575,-1.8937
72,-1.8400,7.8400,-3.2500,2.6245,-4.1353,-1.5937
73,-0.7400,7.8900,-4.6000,2.3649,-3.9499,-1.3592
74,-0.3600,7.5900,-5.1200,2.0737,-3.7666,-1.1639
75,-0.0400,7.1900,-5.6100,1.7257,-3.5714,-0.9643
76,1.1500,6.4900,-6.9200,0.9185,-3.1241,-0.6185
77,1.4700,6.0200,-7.3700,0.5280,-2.8329,-0.4636
78,1.8200,5.8800,-7.8300,0.2051,-2.4511,-0.2847
79,2.4400,5.4100,-8.3700,0.2051,-2.4511,-0.2847
80,2.3700,5.4400,-8.5200,-0.1014,-1.9799,-0.0720
81,2.1800,5.3600,-8.5300,-0.4549,-1.4170,0.1702
82,2.3400,4.6500,-8.7700,-0.7887,-0.8149,0.4571
83,2.0800,3.8600,-8.8100,-1.3919,0.3022,1.1519
84,1.6600,3.5100,-8.5700,-1.6166,0.8618,1.4432
85,1.0900,3.3700,-8.3100,-1.6166,0.8618,1.4432
86,0.3400,2.3400,-8.2200,-1.6330,1.3941,1.7290
87,0.3400,1.9900,-8.3000,-1.6788,1.8315,1.9864
88,0.3000,1.4200,-8.4200,-1.8053,2.2373,2.1806
89,-0.3100,0.3400,-8.3000,-1.9679,3.0314,2.3769
90,-0.7300,0.2500,-7.9000,-1.9679,3.0314,2.3769
91,-1.1400,0.3400,-7.8100,-1.9548,3.7775,2.3431
92,-1.9500,-1.2200,-7.3900,-2.1271,4.0568,2.2537
93,-2.1400,-1.8900,-7.2000,-2.2406,4.2848,2.1642
94,-2.0800,-2.6400,-7.0000,-2.1588,4.4582,2.0988
95,-1.9200,-4.0100,-6.5200,-2.1588,4.4582,2.0988
96,-2.9400,-8.3100,-4.6200,-1.7584,4.8466,1.7541
97,-3.5100,-9.2600,-3.4700,-1.1028,4.9284,1.4835
98,-4.1700,-9.2700,-2.4100,-0.3153,4.8455,1.0679
99,-5.2300,-8.5600,-1.1700,-0.3153,4.8455,1.0679
100,-5.5300,-8.2200,-0.6600,0.2716,4.6099,0.4418
101,-5.6500,-7.5700,-0.2500,0.5858,4.2259,-0.2422
102,-4.8000,-9.0000,0.5100,0.8247,3.7601,-0.8116
103,-5.2900,-7.4900,0.4800,0.9850,3.2452,-1.2599
104,-5.0500,-8.0500,0.6900,1.4072,2.4238,-1.2708
105,-5.0500,-7.7800,0.5800,2.1271,1.6537,-1.9722
106,-5.7500,-5.2500,1.3100,2.1271,1.6537,-1.9722
107,-6.4500,-4.3300,2.2300,2.4162,1.2610,-2.3311
108,-6.7600,-3.5200,2.8400,2.5318,1.0014,-2.7849
109,-6.6000,-1.7200,3.5400,2.7216,0.0960,-3.3707
110,-6.6800,-1.3900,3.9000,2.7216,0.0960,-3.3707
111,-7.0600,-0.6700,4.1700,2.7903,-0.2978,-3.5572
112,-6.7000,2.3900,4.2200,2.9332,-0.6534,-3.5747
113,-6.1900,3.3900,3.8400,3.1830,-0.9730,-3.4765
114,-5.3800,4.2500,3.5600,3.2201,-1.4639,-2.9387
115,-4.6600,5.2900,3.9500,3.2310,-1.5130,-2.4587
116,-4.5900,5.5900,3.9800,3.2310,-1.5130,-2.4587
117,-4.1700,6.0700,3.5800,3.2659,-1.5479,-1.9090
118,-3.6300,6.7000,3.0000,3.1361,-1.7410,-1.4868
119,-1.8600,7.3600,1.9900,2.6562,-2.3377,-0.8956
120,-1.0900,7.4000,1.3200,2.6562,-2.3377,-0.8956
121,-0.4100,7.0700,0.8000,1.9242,-2.7129,-0.3109
122,1.2300,2.4700,0.6900,1.5053,-2.7849,-0.0753
123,0.8100,3.0500,-0.2000,1.5053,-2.7849,-0.0753
124,1.0900,5.9600,-1.3000,1.3908,-2.8907,-0.0884
125,1.8300,5.5400,-1.8700,2.0159,-2.9245,-0.5291
126,1.9900,5.7600,-2.2000,1.2534,-2.4871,-0.6294
127,1.8300,4.8900,-2.2400,1.2534,-2.4871,-0.6294
128,1.6300,3.4400,-2.0700,0.9458,-2.2373,-0.2989
129,1.8100,2.1800,-2.6400,0.1298,-1.8577,0.0720
130,2.0600,2.2600,-2.9500,0.0829,-1.7137,0.0589
131,1.9600,2.3000,-3.0100,0.1004,-1.4683,0.0960
132,1.3300,1.8500,-2.6500,0.0807,-1.1192,0.1822
133,1.0800,1.4900,-2.5300,0.0807,-1.1192,0.1822
134,0.9800,1.4000,-2.4000,0.0262,-0.7952,0.2782
